category_id,views,likes,dislikes,comment_count,category_name,total_trending_days,published_year,published_month,published_week,published_day,published_hour,published_minute
15,500972,32717,904,6000,Pets & Animals,9,2017,12,51,20,2,16
15,511677,33190,912,6085,Pets & Animals,9,2017,12,51,20,2,16
15,520711,33574,916,6129,Pets & Animals,9,2017,12,51,20,2,16
15,527428,33854,924,5753,Pets & Animals,9,2017,12,51,20,2,16
15,533608,34059,931,5766,Pets & Animals,9,2017,12,51,20,2,16
1,26033,177,11,10,Film & Animation,1,2017,12,51,20,20,26
10,851835,24412,644,1563,Music,11,2017,12,51,18,5,1
10,1574914,37289,1013,2112,Music,11,2017,12,51,18,5,1
10,2262432,47312,1319,2318,Music,11,2017,12,51,18,5,1
10,2983392,57533,1651,2629,Music,11,2017,12,51,18,5,1
10,3755521,67566,2029,2878,Music,11,2017,12,51,18,5,1
10,4502168,76260,2462,2955,Music,11,2017,12,51,18,5,1
10,5200143,82869,2853,3078,Music,11,2017,12,51,18,5,1
10,5785732,88223,3112,3254,Music,11,2017,12,51,18,5,1
10,6465643,93992,3413,3386,Music,11,2017,12,51,18,5,1
10,7188757,99681,3729,3539,Music,11,2017,12,51,18,5,1
10,7987051,105719,4049,3813,Music,11,2017,12,51,18,5,1
22,105395,8738,212,1323,People & Blogs,10,2017,12,51,19,16,41
22,191846,11230,327,1495,People & Blogs,10,2017,12,51,19,16,41
22,223438,11976,358,1559,People & Blogs,10,2017,12,51,19,16,41
22,239135,12350,375,1643,People & Blogs,10,2017,12,51,19,16,41
22,251149,12614,384,1672,People & Blogs,10,2017,12,51,19,16,41
22,259665,12767,386,1659,People & Blogs,10,2017,12,51,19,16,41
22,267353,12920,393,1673,People & Blogs,10,2017,12,51,19,16,41
22,276120,13162,403,1704,People & Blogs,10,2017,12,51,19,16,41
22,287849,13464,411,1721,People & Blogs,10,2017,12,51,19,16,41
22,298314,13730,417,1738,People & Blogs,10,2017,12,51,19,16,41
10,890683,89783,880,3069,Music,9,2017,12,51,20,5,0
10,1079026,96709,1018,3258,Music,9,2017,12,51,20,5,0
10,1184303,99722,1091,3498,Music,9,2017,12,51,20,5,0
10,1278861,101939,1133,3546,Music,9,2017,12,51,20,5,0
10,1319240,102960,1170,3587,Music,9,2017,12,51,20,5,0
10,1351601,103826,1188,3612,Music,9,2017,12,51,20,5,0
10,1382440,104630,1206,3627,Music,9,2017,12,51,20,5,0
10,1406093,105177,1218,3635,Music,9,2017,12,51,20,5,0
10,1430545,105677,1230,3642,Music,9,2017,12,51,20,5,0
1,16031,544,16,236,Film & Animation,8,2017,12,51,20,20,24
1,21075,659,18,281,Film & Animation,8,2017,12,51,20,20,24
1,24431,748,21,283,Film & Animation,8,2017,12,51,20,20,24
1,26914,806,26,304,Film & Animation,8,2017,12,51,20,20,24
1,28908,857,26,337,Film & Animation,8,2017,12,51,20,20,24
1,31894,918,30,357,Film & Animation,8,2017,12,51,20,20,24
1,34469,975,31,378,Film & Animation,8,2017,12,51,20,20,24
1,36515,1012,32,392,Film & Animation,8,2017,12,51,20,20,24
28,13564,251,3,14,Science & Technology,7,2017,12,51,20,0,10
28,14676,282,3,14,Science & Technology,7,2017,12,51,20,0,10
28,16021,311,3,19,Science & Technology,7,2017,12,51,20,0,10
28,22176,504,7,30,Science & Technology,7,2017,12,51,20,0,10
28,44522,1219,20,79,Science & Technology,7,2017,12,51,20,0,10
28,90214,2575,47,189,Science & Technology,7,2017,12,51,20,0,10
28,143706,4196,72,277,Science & Technology,7,2017,12,51,20,0,10
26,138477,18774,163,2392,Howto & Style,10,2017,12,51,19,22,18
26,260202,28073,336,3134,Howto & Style,10,2017,12,51,19,22,18
26,299331,30923,373,3377,Howto & Style,10,2017,12,51,19,22,18
26,331170,33222,413,3515,Howto & Style,10,2017,12,51,19,22,18
26,374187,36127,460,3632,Howto & Style,10,2017,12,51,19,22,18
26,409672,38244,490,3812,Howto & Style,10,2017,12,51,19,22,18
26,434890,39673,514,3962,Howto & Style,10,2017,12,51,19,22,18
26,457031,40850,534,3939,Howto & Style,10,2017,12,51,19,22,18
26,476858,41893,553,4002,Howto & Style,10,2017,12,51,19,22,18
26,492089,42661,559,4027,Howto & Style,10,2017,12,51,19,22,18
22,196816,13403,281,809,People & Blogs,9,2017,12,51,19,20,10
22,218011,14345,318,838,People & Blogs,9,2017,12,51,19,20,10
22,228306,14812,322,838,People & Blogs,9,2017,12,51,19,20,10
22,235000,15147,326,936,People & Blogs,9,2017,12,51,19,20,10
22,238817,15309,327,940,People & Blogs,9,2017,12,51,19,20,10
22,241714,15437,329,948,People & Blogs,9,2017,12,51,19,20,10
22,244980,15591,331,951,People & Blogs,9,2017,12,51,19,20,10
22,247409,15710,334,954,People & Blogs,9,2017,12,51,19,20,10
22,249314,15792,336,955,People & Blogs,9,2017,12,51,19,20,10
25,291355,11214,375,1027,News & Politics,2,2017,12,52,28,12,56
25,426790,13867,691,1570,News & Politics,2,2017,12,52,28,12,56
26,1671069,171192,1010,92312,Howto & Style,3,2017,12,52,26,21,0
26,1858861,182062,1238,97560,Howto & Style,3,2017,12,52,26,21,0
26,1966994,187947,1355,99980,Howto & Style,3,2017,12,52,26,21,0
24,179903,5340,98,535,Entertainment,7,2017,12,51,23,18,0
24,816662,16873,468,1038,Entertainment,7,2017,12,51,23,18,0
24,1499868,27310,843,1665,Entertainment,7,2017,12,51,23,18,0
24,2057760,31878,1134,1865,Entertainment,7,2017,12,51,23,18,0
24,2414308,34057,1358,1968,Entertainment,7,2017,12,51,23,18,0
24,2688985,35297,1545,1996,Entertainment,7,2017,12,51,23,18,0
24,2883649,36176,1704,2048,Entertainment,7,2017,12,51,23,18,0
26,62215,4275,110,721,Howto & Style,7,2017,12,51,23,18,23
26,101585,5394,245,897,Howto & Style,7,2017,12,51,23,18,23
26,122856,5808,327,849,Howto & Style,7,2017,12,51,23,18,23
26,136247,6018,387,866,Howto & Style,7,2017,12,51,23,18,23
26,142431,6156,407,862,Howto & Style,7,2017,12,51,23,18,23
26,145398,6236,412,817,Howto & Style,7,2017,12,51,23,18,23
26,147586,6294,413,806,Howto & Style,7,2017,12,51,23,18,23
24,552234,63349,1191,6391,Entertainment,8,2017,12,51,22,21,0
24,1057104,98109,2871,9033,Entertainment,8,2017,12,51,22,21,0
24,1348282,115423,3909,10548,Entertainment,8,2017,12,51,22,21,0
24,1509902,124080,4670,10566,Entertainment,8,2017,12,51,22,21,0
24,1631038,130048,5175,10910,Entertainment,8,2017,12,51,22,21,0
24,1707356,133453,5414,11179,Entertainment,8,2017,12,51,22,21,0
24,1783227,136825,5561,11451,Entertainment,8,2017,12,51,22,21,0
24,1836620,139237,5668,11651,Entertainment,8,2017,12,51,22,21,0
15,167497,10046,105,296,Pets & Animals,7,2017,12,51,22,13,0
15,213490,11016,139,296,Pets & Animals,7,2017,12,51,22,13,0
15,251018,11692,161,323,Pets & Animals,7,2017,12,51,22,13,0
15,274875,12187,173,331,Pets & Animals,7,2017,12,51,22,13,0
15,292778,12515,184,351,Pets & Animals,7,2017,12,51,22,13,0
15,309612,12817,194,338,Pets & Animals,7,2017,12,51,22,13,0
15,324996,13078,204,338,Pets & Animals,7,2017,12,51,22,13,0
26,133322,20352,107,1906,Howto & Style,7,2017,12,51,23,0,19
26,184471,24169,180,2139,Howto & Style,7,2017,12,51,23,0,19
26,227133,26976,238,2346,Howto & Style,7,2017,12,51,23,0,19
26,272331,30060,260,2512,Howto & Style,7,2017,12,51,23,0,19
26,300379,31881,271,2573,Howto & Style,7,2017,12,51,23,0,19
26,317215,32969,278,2629,Howto & Style,7,2017,12,51,23,0,19
26,328740,33663,288,2665,Howto & Style,7,2017,12,51,23,0,19
24,24200,58,5,4,Entertainment,6,2017,12,51,22,2,27
24,32416,76,8,9,Entertainment,6,2017,12,51,22,2,27
24,36392,88,8,9,Entertainment,6,2017,12,51,22,2,27
24,42259,94,9,9,Entertainment,6,2017,12,51,22,2,27
24,44610,94,9,9,Entertainment,6,2017,12,51,22,2,27
24,48112,94,10,9,Entertainment,6,2017,12,51,22,2,27
24,654169,6950,1225,1961,Entertainment,10,2017,12,51,20,4,39
24,887340,8256,1458,2150,Entertainment,10,2017,12,51,20,4,39
24,986359,8751,1551,2260,Entertainment,10,2017,12,51,20,4,39
24,1044042,9071,1597,2368,Entertainment,10,2017,12,51,20,4,39
24,1092507,9359,1633,2274,Entertainment,10,2017,12,51,20,4,39
24,1132660,9561,1656,2338,Entertainment,10,2017,12,51,20,4,39
24,1173738,9754,1687,2402,Entertainment,10,2017,12,51,20,4,39
24,1207371,9892,1711,2429,Entertainment,10,2017,12,51,20,4,39
24,1238086,10018,1732,2450,Entertainment,10,2017,12,51,20,4,39
24,1262601,10121,1738,2477,Entertainment,10,2017,12,51,20,4,39
25,1540,20,4,25,News & Politics,6,2017,12,51,22,1,19
25,1660,20,5,25,News & Politics,6,2017,12,51,22,1,19
25,1779,20,5,25,News & Politics,6,2017,12,51,22,1,19
25,1848,20,5,25,News & Politics,6,2017,12,51,22,1,19
25,1909,20,5,25,News & Politics,6,2017,12,51,22,1,19
25,1949,20,5,25,News & Politics,6,2017,12,51,22,1,19
1,20666,175,42,27,Film & Animation,10,2017,12,51,20,15,52
1,57357,414,165,92,Film & Animation,10,2017,12,51,20,15,52
1,68866,463,170,104,Film & Animation,10,2017,12,51,20,15,52
1,76436,493,176,100,Film & Animation,10,2017,12,51,20,15,52
1,83237,513,185,105,Film & Animation,10,2017,12,51,20,15,52
1,89609,537,199,116,Film & Animation,10,2017,12,51,20,15,52
1,94960,562,204,121,Film & Animation,10,2017,12,51,20,15,52
1,99950,566,207,129,Film & Animation,10,2017,12,51,20,15,52
1,104421,579,214,129,Film & Animation,10,2017,12,51,20,15,52
1,107735,586,219,130,Film & Animation,10,2017,12,51,20,15,52
26,16325,1353,10,153,Howto & Style,8,2017,12,51,22,0,30
26,19647,1480,10,161,Howto & Style,8,2017,12,51,22,0,30
26,21756,1563,10,164,Howto & Style,8,2017,12,51,22,0,30
26,23674,1628,10,169,Howto & Style,8,2017,12,51,22,0,30
26,26275,1701,13,171,Howto & Style,8,2017,12,51,22,0,30
26,28475,1754,13,172,Howto & Style,8,2017,12,51,22,0,30
26,31191,1848,14,180,Howto & Style,8,2017,12,51,22,0,30
26,34032,1930,14,182,Howto & Style,8,2017,12,51,22,0,30
1,765456,14950,945,2525,Film & Animation,11,2017,12,51,19,13,16
1,1557418,25077,1669,3840,Film & Animation,11,2017,12,51,19,13,16
1,2079824,31268,2041,4376,Film & Animation,11,2017,12,51,19,13,16
1,2337558,36158,2173,4489,Film & Animation,11,2017,12,51,19,13,16
1,2535448,39863,2251,4697,Film & Animation,11,2017,12,51,19,13,16
1,2691320,42341,2318,4802,Film & Animation,11,2017,12,51,19,13,16
1,2825363,44421,2371,4878,Film & Animation,11,2017,12,51,19,13,16
1,2905778,45752,2392,4954,Film & Animation,11,2017,12,51,19,13,16
1,2971262,46712,2414,5019,Film & Animation,11,2017,12,51,19,13,16
1,3024087,47456,2435,5065,Film & Animation,11,2017,12,51,19,13,16
1,3065887,47974,2445,5101,Film & Animation,11,2017,12,51,19,13,16
10,20646,545,23,36,Music,9,2017,12,51,20,17,2
10,45444,1297,66,99,Music,9,2017,12,51,20,17,2
10,70041,2168,101,141,Music,9,2017,12,51,20,17,2
10,92096,2897,128,180,Music,9,2017,12,51,20,17,2
10,108631,3348,155,217,Music,9,2017,12,51,20,17,2
10,247581,3659,171,231,Music,9,2017,12,51,20,17,2
10,397568,3851,176,251,Music,9,2017,12,51,20,17,2
10,558252,3978,184,265,Music,9,2017,12,51,20,17,2
10,720749,4069,186,271,Music,9,2017,12,51,20,17,2
17,105091,1740,43,67,Sports,2,2017,12,51,21,15,4
17,108591,1758,43,69,Sports,2,2017,12,51,21,15,4
10,53650,4471,134,361,Music,10,2017,12,51,20,15,0
10,79861,5346,174,388,Music,10,2017,12,51,20,15,0
10,94377,5770,205,423,Music,10,2017,12,51,20,15,0
10,106425,6055,233,431,Music,10,2017,12,51,20,15,0
10,116900,6258,258,441,Music,10,2017,12,51,20,15,0
10,125497,6427,283,462,Music,10,2017,12,51,20,15,0
10,134305,6585,299,462,Music,10,2017,12,51,20,15,0
10,142995,6712,317,465,Music,10,2017,12,51,20,15,0
10,150363,6864,333,469,Music,10,2017,12,51,20,15,0
10,157137,6968,349,486,Music,10,2017,12,51,20,15,0
23,63882,119,25,16,Comedy,7,2017,12,51,20,23,57
23,70411,130,25,16,Comedy,7,2017,12,51,20,23,57
23,78517,139,26,18,Comedy,7,2017,12,51,20,23,57
23,83930,148,28,19,Comedy,7,2017,12,51,20,23,57
23,88454,157,29,20,Comedy,7,2017,12,51,20,23,57
23,90995,162,29,20,Comedy,7,2017,12,51,20,23,57
23,109733,189,30,21,Comedy,7,2017,12,51,20,23,57
10,432367,83297,500,5629,Music,10,2017,12,51,20,16,0
10,794261,109579,824,6490,Music,10,2017,12,51,20,16,0
10,1077119,124158,1012,6874,Music,10,2017,12,51,20,16,0
10,1287567,132330,1150,6873,Music,10,2017,12,51,20,16,0
10,1468099,137548,1264,7044,Music,10,2017,12,51,20,16,0
10,1612307,141121,1346,7140,Music,10,2017,12,51,20,16,0
10,1748140,143952,1422,7302,Music,10,2017,12,51,20,16,0
10,1864709,145998,1479,7366,Music,10,2017,12,51,20,16,0
10,1944085,147610,1533,7387,Music,10,2017,12,51,20,16,0
10,2012372,148893,1573,7405,Music,10,2017,12,51,20,16,0
25,364049,4789,653,2231,News & Politics,11,2017,12,51,19,9,50
25,755487,9362,1278,4075,News & Politics,11,2017,12,51,19,9,50
25,892472,10410,1438,4573,News & Politics,11,2017,12,51,19,9,50
25,944186,10594,1462,4705,News & Politics,11,2017,12,51,19,9,50
25,997411,10848,1494,4699,News & Politics,11,2017,12,51,19,9,50
25,1041566,11008,1528,4778,News & Politics,11,2017,12,51,19,9,50
25,1071808,11141,1554,4813,News & Politics,11,2017,12,51,19,9,50
25,1096519,11252,1574,4879,News & Politics,11,2017,12,51,19,9,50
25,1119724,11344,1587,4933,News & Politics,11,2017,12,51,19,9,50
25,1130720,11362,1588,4954,News & Politics,11,2017,12,51,19,9,50
25,1140097,11389,1590,4974,News & Politics,11,2017,12,51,19,9,50
1,827325,27008,643,3039,Film & Animation,11,2017,12,51,19,18,0
1,1274141,35046,948,3829,Film & Animation,11,2017,12,51,19,18,0
1,1464745,38021,1057,4242,Film & Animation,11,2017,12,51,19,18,0
1,1563060,39360,1096,4404,Film & Animation,11,2017,12,51,19,18,0
1,1632450,40304,1138,4460,Film & Animation,11,2017,12,51,19,18,0
1,1675844,40908,1163,4557,Film & Animation,11,2017,12,51,19,18,0
1,1711967,41367,1176,4679,Film & Animation,11,2017,12,51,19,18,0
1,1747544,41807,1196,4764,Film & Animation,11,2017,12,51,19,18,0
1,1777339,42162,1217,4840,Film & Animation,11,2017,12,51,19,18,0
1,1801502,42440,1226,4852,Film & Animation,11,2017,12,51,19,18,0
1,1823566,42678,1234,4908,Film & Animation,11,2017,12,51,19,18,0
19,31088,944,26,93,Travel & Events,9,2017,12,51,20,14,0
19,148241,1006,33,96,Travel & Events,9,2017,12,51,20,14,0
19,226432,1050,39,100,Travel & Events,9,2017,12,51,20,14,0
19,720201,1089,43,103,Travel & Events,9,2017,12,51,20,14,0
19,1316196,1126,46,105,Travel & Events,9,2017,12,51,20,14,0
19,1671281,1157,51,108,Travel & Events,9,2017,12,51,20,14,0
19,1824153,1180,57,109,Travel & Events,9,2017,12,51,20,14,0
19,2015455,1199,59,112,Travel & Events,9,2017,12,51,20,14,0
19,2160639,1218,63,118,Travel & Events,9,2017,12,51,20,14,0
24,44295,429,13,91,Entertainment,9,2017,12,51,21,5,25
24,57215,551,17,75,Entertainment,9,2017,12,51,21,5,25
24,74288,666,19,84,Entertainment,9,2017,12,51,21,5,25
24,86559,736,22,92,Entertainment,9,2017,12,51,21,5,25
24,99149,825,22,99,Entertainment,9,2017,12,51,21,5,25
24,106251,872,23,107,Entertainment,9,2017,12,51,21,5,25
24,110663,906,24,108,Entertainment,9,2017,12,51,21,5,25
24,115563,952,26,114,Entertainment,9,2017,12,51,21,5,25
24,121344,989,27,118,Entertainment,9,2017,12,51,21,5,25
1,1646317,38505,613,1516,Film & Animation,10,2017,12,51,19,15,0
1,1950885,42804,695,1623,Film & Animation,10,2017,12,51,19,15,0
1,2174054,44998,736,1709,Film & Animation,10,2017,12,51,19,15,0
1,2309817,46928,761,1667,Film & Animation,10,2017,12,51,19,15,0
1,2425571,48597,790,1694,Film & Animation,10,2017,12,51,19,15,0
1,2515156,50178,811,1725,Film & Animation,10,2017,12,51,19,15,0
1,2600858,51547,831,1753,Film & Animation,10,2017,12,51,19,15,0
1,2665872,52567,846,1789,Film & Animation,10,2017,12,51,19,15,0
1,2727180,53499,859,1801,Film & Animation,10,2017,12,51,19,15,0
1,2776665,54243,866,1801,Film & Animation,10,2017,12,51,19,15,0
28,591527,51126,1442,9166,Science & Technology,11,2017,12,51,20,0,42
28,1553585,92299,3028,14422,Science & Technology,11,2017,12,51,20,0,42
28,1760011,99783,3339,15395,Science & Technology,11,2017,12,51,20,0,42
28,1856465,103112,3455,15818,Science & Technology,11,2017,12,51,20,0,42
28,1964132,106602,3602,16197,Science & Technology,11,2017,12,51,20,0,42
28,2085850,110116,3732,16480,Science & Technology,11,2017,12,51,20,0,42
28,2155073,111877,3786,16586,Science & Technology,11,2017,12,51,20,0,42
28,2204462,113075,3825,16653,Science & Technology,11,2017,12,51,20,0,42
28,2244398,113969,3873,16912,Science & Technology,11,2017,12,51,20,0,42
28,2277485,114718,3906,16939,Science & Technology,11,2017,12,51,20,0,42
28,2309633,115443,3940,17047,Science & Technology,11,2017,12,51,20,0,42
19,67025,5946,74,879,Travel & Events,11,2017,12,51,20,0,53
19,221528,12027,234,1417,Travel & Events,11,2017,12,51,20,0,53
19,269185,13233,271,1522,Travel & Events,11,2017,12,51,20,0,53
19,296054,13827,294,1560,Travel & Events,11,2017,12,51,20,0,53
19,329024,14304,306,1591,Travel & Events,11,2017,12,51,20,0,53
19,355604,14632,311,1601,Travel & Events,11,2017,12,51,20,0,53
19,382256,14905,323,1607,Travel & Events,11,2017,12,51,20,0,53
19,403700,15180,330,1609,Travel & Events,11,2017,12,51,20,0,53
19,423889,15458,344,1644,Travel & Events,11,2017,12,51,20,0,53
19,441881,15699,350,1761,Travel & Events,11,2017,12,51,20,0,53
19,458830,15920,357,1769,Travel & Events,11,2017,12,51,20,0,53
24,451472,12222,2343,1937,Entertainment,11,2017,12,51,19,11,0
24,633075,15106,2988,2205,Entertainment,11,2017,12,51,19,11,0
24,682698,15905,3137,2225,Entertainment,11,2017,12,51,19,11,0
24,712900,16327,3193,1960,Entertainment,11,2017,12,51,19,11,0
24,736025,16658,3232,1966,Entertainment,11,2017,12,51,19,11,0
24,755426,16884,3266,1987,Entertainment,11,2017,12,51,19,11,0
24,772147,17049,3292,2001,Entertainment,11,2017,12,51,19,11,0
24,785695,17200,3316,2009,Entertainment,11,2017,12,51,19,11,0
24,797139,17323,3331,2017,Entertainment,11,2017,12,51,19,11,0
24,805393,17401,3335,2030,Entertainment,11,2017,12,51,19,11,0
24,812300,17486,3339,2041,Entertainment,11,2017,12,51,19,11,0
1,121074,3086,53,266,Film & Animation,10,2017,12,51,19,13,59
1,190163,4150,77,318,Film & Animation,10,2017,12,51,19,13,59
1,251785,5020,88,386,Film & Animation,10,2017,12,51,19,13,59
1,310246,5784,93,407,Film & Animation,10,2017,12,51,19,13,59
1,405507,7429,99,476,Film & Animation,10,2017,12,51,19,13,59
1,478464,9210,102,548,Film & Animation,10,2017,12,51,19,13,59
1,573915,11049,110,647,Film & Animation,10,2017,12,51,19,13,59
1,677566,13048,117,756,Film & Animation,10,2017,12,51,19,13,59
1,786805,15095,128,857,Film & Animation,10,2017,12,51,19,13,59
1,910966,17406,147,930,Film & Animation,10,2017,12,51,19,13,59
23,749135,22776,800,1525,Comedy,3,2017,12,52,27,18,0
23,943126,25446,1100,1798,Comedy,3,2017,12,52,27,18,0
23,1044836,26856,1230,1743,Comedy,3,2017,12,52,27,18,0
25,25610,1401,18,75,News & Politics,10,2017,12,51,20,22,6
25,103592,5801,61,237,News & Politics,10,2017,12,51,20,22,6
25,261868,14400,134,453,News & Politics,10,2017,12,51,20,22,6
25,420607,22029,213,648,News & Politics,10,2017,12,51,20,22,6
25,528063,27308,280,778,News & Politics,10,2017,12,51,20,22,6
25,613040,30916,334,815,News & Politics,10,2017,12,51,20,22,6
25,655640,32989,359,888,News & Politics,10,2017,12,51,20,22,6
25,685785,34265,379,897,News & Politics,10,2017,12,51,20,22,6
25,709140,35283,399,925,News & Politics,10,2017,12,51,20,22,6
25,733180,36237,410,1006,News & Politics,10,2017,12,51,20,22,6
25,190162,1405,5359,3000,News & Politics,11,2017,12,51,20,13,19
25,247624,1720,7089,3692,News & Politics,11,2017,12,51,20,13,19
25,259793,1770,7298,3852,News & Politics,11,2017,12,51,20,13,19
25,265776,1800,7398,2936,News & Politics,11,2017,12,51,20,13,19
25,270643,1818,7489,2973,News & Politics,11,2017,12,51,20,13,19
25,274054,1831,7556,3021,News & Politics,11,2017,12,51,20,13,19
25,279419,1845,7633,3044,News & Politics,11,2017,12,51,20,13,19
25,283429,1863,7719,3060,News & Politics,11,2017,12,51,20,13,19
25,288881,1876,7853,3131,News & Politics,11,2017,12,51,20,13,19
25,290027,1880,7857,3140,News & Politics,11,2017,12,51,20,13,19
25,290706,1882,7859,3141,News & Politics,11,2017,12,51,20,13,19
24,3538,27,0,0,Entertainment,7,2017,12,51,21,18,10
24,3824,28,0,0,Entertainment,7,2017,12,51,21,18,10
24,4027,29,0,0,Entertainment,7,2017,12,51,21,18,10
24,4135,30,0,0,Entertainment,7,2017,12,51,21,18,10
24,4218,31,0,0,Entertainment,7,2017,12,51,21,18,10
24,4275,31,0,0,Entertainment,7,2017,12,51,21,18,10
24,4318,32,0,0,Entertainment,7,2017,12,51,21,18,10
24,1120841,882,26,169,Entertainment,10,2017,12,51,20,16,54
24,1134844,1010,41,186,Entertainment,10,2017,12,51,20,16,54
24,1139317,1045,41,185,Entertainment,10,2017,12,51,20,16,54
24,1370012,1095,43,189,Entertainment,10,2017,12,51,20,16,54
24,1469158,1166,45,189,Entertainment,10,2017,12,51,20,16,54
24,1581122,1215,45,202,Entertainment,10,2017,12,51,20,16,54
24,1692420,1241,45,212,Entertainment,10,2017,12,51,20,16,54
24,1829646,1267,46,199,Entertainment,10,2017,12,51,20,16,54
24,1961933,1292,48,209,Entertainment,10,2017,12,51,20,16,54
24,2109732,1311,49,211,Entertainment,10,2017,12,51,20,16,54
24,194640,4462,145,427,Entertainment,4,2017,12,52,28,17,0
24,418363,7768,305,809,Entertainment,4,2017,12,52,28,17,0
24,537335,8936,355,919,Entertainment,4,2017,12,52,28,17,0
24,617606,9669,397,927,Entertainment,4,2017,12,52,28,17,0
22,47309,724,603,285,People & Blogs,5,2017,12,52,26,16,0
22,62469,860,773,346,People & Blogs,5,2017,12,52,26,16,0
22,69055,908,817,250,People & Blogs,5,2017,12,52,26,16,0
22,71158,930,822,263,People & Blogs,5,2017,12,52,26,16,0
22,72022,941,827,248,People & Blogs,5,2017,12,52,26,16,0
24,361143,9677,154,620,Entertainment,11,2017,12,51,20,20,1
24,411024,10496,172,647,Entertainment,11,2017,12,51,20,20,1
24,442530,11042,178,525,Entertainment,11,2017,12,51,20,20,1
24,476953,11541,187,576,Entertainment,11,2017,12,51,20,20,1
24,502417,11980,193,578,Entertainment,11,2017,12,51,20,20,1
24,536880,12513,207,590,Entertainment,11,2017,12,51,20,20,1
24,567032,12943,218,610,Entertainment,11,2017,12,51,20,20,1
24,592740,13348,225,610,Entertainment,11,2017,12,51,20,20,1
24,613852,13681,227,623,Entertainment,11,2017,12,51,20,20,1
24,630275,13915,231,630,Entertainment,11,2017,12,51,20,20,1
24,641055,14068,233,642,Entertainment,11,2017,12,51,20,20,1
1,719283,41694,758,3581,Film & Animation,12,2017,12,51,20,19,13
1,1019016,51921,1140,4252,Film & Animation,12,2017,12,51,20,19,13
1,1143737,55273,1246,4437,Film & Animation,12,2017,12,51,20,19,13
1,1222600,57483,1311,4377,Film & Animation,12,2017,12,51,20,19,13
1,1289307,59133,1359,4490,Film & Animation,12,2017,12,51,20,19,13
1,1343457,60117,1401,4571,Film & Animation,12,2017,12,51,20,19,13
1,1386911,60891,1425,4615,Film & Animation,12,2017,12,51,20,19,13
1,1428712,61693,1448,4654,Film & Animation,12,2017,12,51,20,19,13
1,1462423,62260,1468,4704,Film & Animation,12,2017,12,51,20,19,13
1,1487590,62666,1472,4698,Film & Animation,12,2017,12,51,20,19,13
1,1511973,63033,1481,4723,Film & Animation,12,2017,12,51,20,19,13
1,1536968,63353,1489,4738,Film & Animation,12,2017,12,51,20,19,13
25,160447,1041,573,1510,News & Politics,12,2017,12,51,20,14,30
25,233348,1517,906,2332,News & Politics,12,2017,12,51,20,14,30
25,258117,1638,998,2496,News & Politics,12,2017,12,51,20,14,30
25,264337,1667,1014,2534,News & Politics,12,2017,12,51,20,14,30
25,269286,1691,1040,2545,News & Politics,12,2017,12,51,20,14,30
25,273546,1709,1060,2586,News & Politics,12,2017,12,51,20,14,30
25,277701,1725,1070,2599,News & Politics,12,2017,12,51,20,14,30
25,281619,1740,1078,2642,News & Politics,12,2017,12,51,20,14,30
25,284438,1751,1084,2694,News & Politics,12,2017,12,51,20,14,30
25,284974,1754,1084,2702,News & Politics,12,2017,12,51,20,14,30
25,285298,1755,1087,2703,News & Politics,12,2017,12,51,20,14,30
25,285483,1754,1087,2703,News & Politics,12,2017,12,51,20,14,30
24,488915,66620,2020,7947,Entertainment,13,2017,12,51,20,1,25
24,1421066,123250,5088,13693,Entertainment,13,2017,12,51,20,1,25
24,1761509,141412,6203,15847,Entertainment,13,2017,12,51,20,1,25
24,1934666,149149,6664,14,Entertainment,13,2017,12,51,20,1,25
24,2118363,154093,7114,14,Entertainment,13,2017,12,51,20,1,25
24,2332622,160123,7690,6,Entertainment,13,2017,12,51,20,1,25
24,2475964,163519,8016,4,Entertainment,13,2017,12,51,20,1,25
24,2610558,166668,8385,5,Entertainment,13,2017,12,51,20,1,25
24,2714265,169210,8661,7,Entertainment,13,2017,12,51,20,1,25
24,2785769,170786,8832,6,Entertainment,13,2017,12,51,20,1,25
24,2843524,172437,8966,2,Entertainment,13,2017,12,51,20,1,25
24,2884469,173359,9054,3,Entertainment,13,2017,12,51,20,1,25
24,2910609,173772,9109,60,Entertainment,13,2017,12,51,20,1,25
10,424955,71972,467,11715,Music,12,2017,12,51,20,16,34
10,717979,94558,728,13702,Music,12,2017,12,51,20,16,34
10,915012,105788,860,14591,Music,12,2017,12,51,20,16,34
10,1071163,114170,952,15232,Music,12,2017,12,51,20,16,34
10,1244968,121754,1074,15778,Music,12,2017,12,51,20,16,34
10,1371557,127319,1164,16057,Music,12,2017,12,51,20,16,34
10,1450293,130605,1255,16280,Music,12,2017,12,51,20,16,34
10,1518505,132831,1337,16390,Music,12,2017,12,51,20,16,34
10,1572696,134342,1407,16436,Music,12,2017,12,51,20,16,34
10,1612033,135285,1459,16499,Music,12,2017,12,51,20,16,34
10,1649659,136018,1500,16525,Music,12,2017,12,51,20,16,34
10,1687351,136708,1534,16568,Music,12,2017,12,51,20,16,34
24,492114,4748,463,559,Entertainment,11,2017,12,51,21,0,33
24,599410,5158,589,708,Entertainment,11,2017,12,51,21,0,33
24,637158,5281,603,747,Entertainment,11,2017,12,51,21,0,33
24,651578,5331,609,742,Entertainment,11,2017,12,51,21,0,33
24,659764,5367,613,743,Entertainment,11,2017,12,51,21,0,33
